Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Postdoctoral Fellow - T32 Metabolism in Cancer and Diabetes,$38K-$59K (Glassdoor est.),"Thank you for your interest. Please note, the purpose of this posting is to recruit for on-going and future positions in Dr. Lei Jiangs laboratory which investigates the contribution of metabolic alterations to the development of cancer and diabetes.

About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6,000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nations leading cancer centers that develops and institutes standards of care for cancer treatment.

Position Summary
Funded by the National Cancer Institute (T32CA221709), the program at City of Hope provides exceptionally motivated postdoctoral fellows with scientific knowledge, research training and professional skills in the rapidly growing and interconnected fields of cancer metabolism. The goal of the program is to provide innovative curriculum and mentored research that prepares an elite group of highly motivated fellows to become successful, independent researchers in cancer biology. This Fellow will be mentored by Dr. Jiang, performing cancer-focused, funded, high-impact research in cancer metabolism, and who has a history of mentoring postdoctoral fellows. Required coursework includes a class in Cancer Metabolism. In addition, trainees will participate in journal clubs, data clubs, professional development seminars, monthly luncheons with mentors, national and international scientific conferences, and a yearly Cancer Metabolism Day.

U.S. citizenship or U.S. permanent resident status is required. Individuals from underrepresented minority groups are strongly encouraged to apply.

Fellowships are for up to three years with an institute-supplemented stipend ($61,921 per year plus a full benefit package) and $5,000 for research supplies.

Dr. Jiangs previous study identified a novel NADPH shuttle system supporting ROS defense in the anchorage independent cancer cells (Jiang L, et al. Nature, 2016). The mass spec based stable isotope (NOT radioactive) tracing has been a great tool in the cancer metabolism field, with the advantage of directly studying metabolism in patients (Hensley CT, et al. Cell, 2016). These studies provided additional knowledge to the well-known Warburg Effect. In addition to generate ATP for energy requirement, metabolism also provides building blocks and controls stress defense. Not only glycolysis, TCA cycle, amino acid and nuclide acid metabolism are all very active in both cultured cancer cells and patient tumors.

Dr. Jiangs lab focuses on the molecular mechanisms regulating central carbon metabolism (citrate) and signaling amino acid (serine) during the development and progress of metabolic diseases. The application of mathematical bioengineering based modeling prediction and experimental mass spec based metabolic tracing will provide a better understanding of the metabolic rewiring in diabetes, cancer and other diseases.

A motivated postdoc is encouraged to join Dr. Jiangs laboratory, a new addition to the Diabetes & Metabolism Research Institute, headed by Arthur D. Riggs, Ph.D., a pioneer in the field renowned for his work on synthesizing the first man-made gene and using synthetic genes to produce human insulin.

Qualifications

Basic education, experience and skills required for consideration:
PhD in biochemistry, molecular or cellular biology; Applicants must have a completed doctoral degree before starting the fellowship program (all Ph.D. coursework must be completed, final orals must be passed and the dissertation signed).
No more than two years postdoc experience.
Excellent written and verbal communication.
Determined and self-motivated scientist.
Good publication record in metabolism, cancer or diabetes.
Additional Information:
Please submit a curriculum vitae and publication list directly to ljiang@coh.org .
For more information about Dr. Jiangs research, please click here .
City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.4,"City of Hope
3.4","Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Postdoctoral Fellow - Computational and Cancer Biology,$36K-$50K (Glassdoor est.),"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nations leading cancer centers that develops and institutes standards of care for cancer treatment.

Please note this role is located in the Los Angeles area.

Position Summary
The Beckman Research Institute of City of Hope is looking for multiple talented Postdoctoral Fellows in Dr. Zhaohui Gus laboratory to pursue groundbreaking biomedical research in computational and cancer biology. Our goal is to do the best science, while training to be the next generation of scientific leaders. Selected candidates will have the opportunity of addressing ambitious research questions in areas such as precision software development with specific disease focus, the most advanced leukemia classification, functional characterization of driver genetic lesions in novel leukemia subtypes, single-cell level leukemogenesis and micro-environment modeling, and developing your own areas of related research that you can use to start your own lab. We offer a top-notch research environment with ideas, projects, resources, infrastructure, collaborations, and mindset for innovative research. Dr. Gus research program is supported by NIH/NCI R00 Award, LLS Special Fellow Award and start-up package.

Responsibilities of the position will include but not limited to: in vitro and in vivo modeling of genetic alterations, customized sequencing library preparation, computational methodology development, analysis of big genomic and biomedical data, manuscript writing, postdoc fellowship application, research work presentation, etc.

Qualifications
Basic education, experience and skills required for consideration:
PhD with a background in Bioinformatics, Computer Science, Statistics, Cell/Molecular/Developmental Biology, Immunology, Hematology or other quantitative and/or biomedical science
Experience in high-throughput (next-generation) sequencing, cancer genomics/biology, bioinformatics analysis, molecular mechanism study, mouse modeling, etc. are highly valued.
Additional Information:
For more information on Dr. Zhaohui Gus research at City of Hope please visit, here .
Applicants are welcome to submit a CV with full list of publications, a cover letter of training background and future research plans, and contact information of at least three references to Dr. Gu ( gzhmat@gmail.com ). The application package should be in one PDF file named in the format as (expected) graduation year/month + name + major. Any questions or inquiries are also welcome before sending the final application.
For additional information about Dr. Gus research, please visit here
City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.

#PD
#LI-CM",3.4,"City of Hope
3.4","Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
"Postdoctoral Research Associate, Landau Lab",$36K-$50K (Glassdoor est.),"About the New York Genome CenterThe New York Genome Center (NYGC) is an independent, nonprofit academic research institution focused on advancing genomic research. We are furthering investigation and patient care for those suffering from cancer through applying our unique capabilities in whole genome sequencing, RNA sequencing, state-of-the-art analytics, and the development of genomic tools.We serve as nexus for collaboration in genomic research for the New York community and beyond, building on the combined strengths of our faculty, member institutions, scientific working groups, affiliate members, as well as industry partners. Essential to this commitment is an outstanding faculty who are developing novel approaches to scientific inquiry and leading independent research labs based at the NYGC and one of our member institutions. They also support the NYGC scientific mission and engage in research programs that are of mutual interest with the NYGC and the wider scientific community.The New York Genome Center is a VEVRAA Federal Contractor. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, gender, religion, national origin, sexual orientation, age, disability, genetic predisposition or carrier status, protected veteran or military status, domestic violence victim status, partnership status, caregiver status, alienage or citizenship status, marital status, or any other characteristic protected by applicable law. The New York Genome Center takes affirmative action in support of its policy to hire and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.Position DescriptionDr. Dan Landau’s research group is looking for a postdoctoral researcher to work on projects in technology development of single-cell genomics.The Landau Lab (landaulab.org) studies human somatic and cancer evolution. We use both computational and experimental methods to study these questions, with an interdisciplinary integration of approaches from computational genetics, functional genomics, and molecular biology. Our particular focus is on pioneering novel technologies and computational framework to study cancer evolution with single-cell multi-omics.We are looking for a molecular biology postdoc to join our team to develop novel single-cell genomics technologies. Please include the following items with your application: 1) CV with a list of publications; 2) a short summary of your present and future research interests; 3) a list of three references and their contact information.Position RequirementsPhD in human genetics, molecular biology, or a related field;Experience in sequencing technologies, molecular biology and genomics technology development.A publication record;Excellent organization and communication skills, along with a high degree of independence and flexibility to thrive in a novel and rapidly changing research environment.CompetenciesTechnical and Professional Skills: Consistently demonstrates skills and knowledge relevant for current role; strives to expand the depth and breadth of technical and professional skills; works with a high level of integrity; exhibits focus and discipline; appropriately prioritizes, manages expectations and delivers on commitments.Collaborative & Communicative: Models collaboration and teamwork; brings out the best in others; effectively works with all levels, internally and externally; respects and embraces diversity of perspective; communicates clearly and listens carefully; uses good judgment as to what to communicate and when to do so.Adaptable & Innovative: Adaptable and embraces change; develops new insights and pursues improvements and efficiency; fosters exchange of new ideas and willing to challenge the status quo; takes initiative and is solution-oriented; engages in work with passion and curiosity.Leader and Manager: Attracts, develops and retains diverse talent to achieve outstanding results; encourages professional development, coaches and regularly communicates expectations and feedback; aligns and inspires efforts toward our mission; translates organizational vision into action; responsibly utilizes NYGC’s human and financial resources to ensure organizational and financial health; uses good judgment when making decisions; pushes boundaries and generates new ideas.Required SkillsRequired Experience",3.7,"New York Genome Center
3.7","New York, NY",-1,51 to 200 Employees,2010,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$50 to $100 million (USD),-1
"Postdoctoral Research Associate, James Madison Program",$36K-$50K (Glassdoor est.),"Invitation for Postdoctoral Research Associate ApplicationsThe James Madison Program in American Ideals and Institutions at Princeton University is dedicated to the pursuit of scholarly excellence in the fields of constitutional law and political thought. Sponsored by Princeton's Department of Politics, the Program seeks to enrich the intellectual life of Princeton students and faculty by exploring American constitutional principles and structures through research and public discussion.The Program invites recent Ph.D. recipients to apply for appointments as Postdoctoral Research Associates or more senior researchers for the year from September 1, 2021 to September 1, 2022, with the possibility of renewal for an additional year, contingent on funding and outstanding performance. Appointments will be through the department of Politics. All James Madison Program postdocs are expected be in residence in Princeton or the local vicinity, or demonstrate to the program's satisfaction the ability to be on campus on a daily basis and on short notice in order to fulfill responsibilities relating to in-person participation, office hours, and the like. They may not be employed by another institution during the term of their Princeton appointment. They enjoy access to Firestone Library and a wide range of other facilities and activities throughout the University. Depending on the needs of the University, teaching opportunities may be available, subject to the approval of the Dean of the Faculty. Postdoctoral Research Associates are expected to devote full time to their proposed research. They are, however, encouraged to attend or participate in various activities of the Program, including faculty-student seminars, colloquia, and public lectures.The position is a fully funded, 12-month postdoctoral research associate appointment with benefits. All James Madison Program Postdoctoral Research Associates are expected to have a Ph.D. degree. Applications are evaluated on the basis of (1) the significance of the proposed research; (2) the quality of the applicant's past research; and (3) the future contribution the applicant is likely to make to higher education. Positions are open to all regardless of citizenship. This position is subject to the University's background check policy.How to apply: Applicants are required to submit an online application at https://www.princeton.edu/acad-positions/position/17241.A complete application must include the following:* a curriculum vitae;* a scholarly paper written in the past three years;* a statement (no more than 1,500 words) describing the proposed research;* contact information for two references.For priority consideration application materials must be received by 11:59 p.m. EST on December 1, 2020; applications will continue to be reviewed until positions are filled. Awards will be announced in March 2021 or before.Please address any inquiries to:Matthew Franck, Ph.D.Associate DirectorJames Madison Program in American Ideals and InstitutionsPrinceton University83 Prospect AvenuePrinceton, NJ 08540E-mail: mfranck@princeton.eduWeb address: jmp.princeton.eduPrinceton University is an Equal Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity or expression, national origin, disability status, protected veteran status, or any other characteristic protected by law.",4.5,"Princeton University
4.5","Princeton, NJ",-1,5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Postdoctoral Research Fellow - Genentech/University of Washington,$36K-$50K (Glassdoor est.),"The Position


We are seeking a highly talented and self-motivated Postdoctoral Research Fellow to be co-mentored by Drs. Ingrid Wertz in the Departments of Discovery Oncology and Early Discovery Biochemistry at Genentech and Prof. Rachel Klevit in the Departments of Biochemistry, Pharmacology, and Chemistry at the University of Washington. The research will be conducted at Genentech and will focus on identifying and structurally characterizing endogenous substrates of wild-type and mutant BRCA1 and BARD1 tumor suppressor proteins. The successful candidate will be responsible for designing experiments and reagents to identify the binding partners, substrates, and cellular transcriptional networks regulated by wild-type and mutant BRCA1 and BARD1, and to structurally characterize the substrates.

Qualifications

Qualified candidates will have a Ph.D. with practical experience in molecular biology, protein purification, and structural biology along with a solid understanding of enzymology. Training or experience in the area of cell biology is preferred. The successful candidate will have demonstrated a track record of success as evidenced by relevant publications in leading peer-reviewed journals. Candidates must demonstrate outstanding communication skills, the ability to operate within multidisciplinary environments, creativity, and a high degree of intellectual independence. Attention to detail and enthusiasm for science are a must.

For more information on the labs of Ingrid Wertz and Rachel Klevit, please visit : https://www.gene.com/scientists/our-scientists/ingrid-wertz and https://www.klevitlab.org/

For more information on the postdoctoral program at Genentech please visit: https://www.gene.com/careers/university-and-early-career/postdocs

Who We Are


A member of the Roche Group, Genentech has been at the forefront of the biotechnology industry for more than 40 years, using human genetic information to develop novel medicines for serious and life-threatening diseases. Genentech has multiple therapies on the market for cancer & other serious illnesses. Please take this opportunity to learn about Genentech where we believe that our employees are our most important asset & are dedicated to remaining a great place to work.

The next step is yours. To apply today, click on the ""Apply online"" button.

Genentech is an equal opportunity employer & prohibits unlawful discrimination based on race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, disability, marital & veteran status. For more information about equal employment opportunity, visit our Genentech Careers page.

Job Facts
JOB FUNCTION
Research COMPANY/DIVISION
Pharmaceuticals SCHEDULE
Full time JOB TYPE
Temporary (Fixed Term)",4.1,"Genentech
4.1","South San Francisco, CA",-1,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
"Postdoctoral Research Fellow - Discovery Oncology, Malek Lab",$36K-$50K (Glassdoor est.),"The Position


We have an opening for a talented Post-doctoral Fellow to join the laboratory of Dr. Shiva Malek in the Discovery Oncology Department at Genentech. The focus of the lab is to elucidate the mechanistic basis for how the MAPK pathway regulates KRAS driven tumorigenesis using a variety of approaches including biochemical, cellular and in vivo models (KRAS mutant GEMMs and other in vivo models). Given our interest in small molecule inhibitors of this pathway, we routinely use chemical biology approaches to dissect mechanisms of regulation and signaling in this pathway using in vitro and in vivo models of cancer. The successful candidate will have experience in biochemistry, cellular experimentation (tissue culture, IP western and mass spec, signaling experiments, CRISPR, generation of stable cell lines, various growth assays, IF or high content assays) using mammalian tumor cells, analyzing large genomic datasets (e.g. RNAseq, scRNAseq) and expertise with in vivo models of cancer. Candidates with strong computational experience and in vivo expertise are encouraged to apply. The lab has access to state of the art mass spectrometry facilities, a structural biology group, a mouse facility to support in vivo studies, access to small molecule inhibitor libraries as well as access to large cancer genomic datasets.

Requirements:

The qualified individual will possess a Ph.D. in Biochemistry, Cell Biology or related field with a solid publication record with at least one first author publication in a high impact journal. Excellent communication, writing and computational skills as well as a track record of working in highly collaborative environments is a must.

More information about the Malek lab at Genentech:

https://www.gene.com/scientists/our-scientists/shiva-malek

More information about Genentech's Postdoctoral Program at Genentech:

https://www.gene.com/careers/university-and-early-career/postdocs

Relevant Lab Publications:

Yen I, Shanahan F, Merchant M, Orr C, Hunsaker T, Durk M, La ., Zhang X, Martin S, Lin E, Chan J, Yu Y, Amin D, Neve R, Gustafson A, Foster S, Rudolph J, Klijn C *, Malek S* (2018). Pharmacological induction of RAS-GTP levels confers RAF kinase dependency in KRAS mutant tumors. Cancer Cell, 34: 611-625.

Moore A, Rosenberg S, McCormick F, Malek S* (2020). RAS-targeted therapies: is the undruggable drugged? Nature Reviews Drug Discovery, doi: 10.1038/s41573-020-0068-6.

Liau NPD, Wendorff TJ, Quinn JG, Steffek M, Phung W, Liu P, Tang J, Irudayanathan FJ, Izadi S, Shaw AS, Malek S, Hymowitz SG, Sudhamsu J (2020). Negative regulation of RAF kinase activity by ATP is overcome by 14-3-3-induced dimerization. Nat Struct Mol Biol. 27(2):134-141.

Foster SA, Whalen DM, Özen A, Wongchenko MJ, Yin J, Yen I, Schaefer G, Mayfield JD, Chmielecki J, Stephens PJ, Albacker LA, Yan Y, Song K, Hatzivassiliou G, Eigenbrot C, Yu C, Shaw AS, Manning G, Skelton NJ, Hymowitz SG, Malek S*. (2016) Activation Mechanism of Oncogenic Deletion Mutations in BRAF, EGFR, and HER2. Cancer Cell 29(4):477-93.

Hymowitz S. and Malek S* (2018). Targeting the MAPK Pathway in RAS Mutant Cancers. Cold Spring Harb Perspect Med. 8(11). pii: a031492.

Foster SA, Klijn C, Malek S* (2016). Tissue-Specific Mutations in BRAF and EGFR Necessitate Unique Therapeutic Approaches. Trends in Cancer. 2(12):699-701.

Haling J, Sudhamsu J, Sideris S, Yen I, Nguyen L, Sandoval W, Phung W, Bravo B, Giannetti A, Peck A, Masselot A, Morales T, Smith D, Brandhuber B, Hymowitz S*, Malek S*. (2014) Structure of the BRAF:MEK complex reveals a kinase independent role for BRAF in MAPK Signaling, Cancer Cell, 26: 402-413.

Hatzivassiliou G, Haling JR, Chen H, Song K, Price S, Heald R, Hewitt JF, Zak M, Peck A, Orr C, Merchant M, Hoeflich KP, Chan J, Luoh SM, Anderson DJ, Ludlam MJ, Wiesmann C, Ultsch M, Friedman LS, Malek S, Belvin M. (2013). Mechanism of MEK inhibition determines efficacy in mutant KRAS- versus BRAF-driven cancers. Nature. 501(7466):232-6.

G. Hatzivassiliou*, K. Song, I. Yen, B. J. Brandhuber, D. J. Anderson, R. Alvarado, M. J.C. Ludlam, D. Stokoe, S. L. Gloor, G. Vigers, T. Morales, I. Aliagas, B. Liu, S. Sideris, K. P. Hoeflich, B. S. Jaiswal1, S. Seshagiri, H/ Koeppen, M. Belvin, L. S. Friedman, S. Malek* (2010). RAF inhibitors prime wildtype RAF to activate the MAPK pathway and enhance growth. Nature, 464:431-435.

#L1-SN1

#postdoc

Who We Are


A member of the Roche Group, Genentech has been at the forefront of the biotechnology industry for more than 40 years, using human genetic information to develop novel medicines for serious and life-threatening diseases. Genentech has multiple therapies on the market for cancer & other serious illnesses. Please take this opportunity to learn about Genentech where we believe that our employees are our most important asset & are dedicated to remaining a great place to work.

The next step is yours. To apply today, click on the ""Apply online"" button.

Genentech is an equal opportunity employer & prohibits unlawful discrimination based on race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, disability, marital & veteran status. For more information about equal employment opportunity, visit our Genentech Careers page.

Job Facts
JOB FUNCTION
Research COMPANY/DIVISION
Pharmaceuticals SCHEDULE
Full time JOB TYPE
Temporary (Fixed Term)",4.1,"Genentech
4.1","South San Francisco, CA",-1,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Postdoctoral Research Associate or More Senior/ Distinguished BioLEC Postdoctoral Program,$36K-$50K (Glassdoor est.),"The Bioinspired Light-Escalated Chemistry (BioLEC) Energy Frontier Research Center (EFRC) at Princeton University was established to unite basic energy science research in order to enable unprecedented opportunities for saving energy in production processes for new fuels and chemicals. BioLEC aims to address the basic scientific challenge of precisely breaking and selectively editing molecules using the power of light. BioLEC is empowered by a scientific approach that unites basic energy science research-solar photochemistry, photosynthetic systems, and catalysis. Twelve investigators with a wide range of expertise will shift the field from passive solution-phase catalysis to photon-aided catalysis where two-electron chemistry is controlled.We seek applicants for postdoctoral or more senior research positions to join any of the several collaborative projects involving six institutions (Brookhaven National Laboratory, North Carolina State University, Princeton University, Michigan State University, Arizona State University, National Renewable Energy Laboratory) in our Center. Postdocs are expected to serve a leadership role within the Center, including working with the Project Coordinator to provide frequent research progress updates.***Applications from women and members of underrepresented groups are particularly encouraged.***The initial appointment is for one year, with an expected renewal of a second year contingent upon satisfactory performance. These positions are subject to the University's background check policy.Ph.D. is required. Applicants should have training and a significant track record in one of the following areas, or a closely related area relevant to the BioLEC mission:*Ultrafast science*Femtosecond & Single Molecule Biophysics*Catalysis for Synthetic Chemistry*Solar Photochemistry*Inorganic Photochemistry*Artificial PhotosynthesisApplicants must apply online at: https://www.princeton.edu/acad-positions/position/15802 and submit a cover letter, CV, and contact information for 3 references. The candidate should also include the names of at least two BioLEC investigators with whom he/she wishes to work. Please refer to the BioLEC website for a list of investigators. BioLEC website: http://chemlabs.princeton.edu/biolec.This position is subject to the University's background check policy.",4.5,"Princeton University
4.5","Princeton, NJ",-1,5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Postdoctoral Fellow/Pharmaceutical Sciences,$36K-$50K (Glassdoor est.),"Postdoctoral Fellow/Pharmaceutical Sciences - 200000002HA postdoctoral fellow position is available under the supervision of Dr. Junling Wang within the Department of Clinical Pharmacy & Translational Science of the University of Tennessee Health Science Center to contribute in conducting health services research related to Medicare Parts C/D Star Ratings, medication therapy management services, economic efficiency, racial and ethnic disparities, other topics.The postdoc fellow will participate in several research projects currently funded by the National Institutes of Health and other sources under the supervision of Junling Wang, PhD. This individual will also have the responsibility of carrying out independent research related to these projects.PhD in Social and Administrative Pharmacy, Health Services Research, Economics, Epidemiology or a closely related field, at least two-year experience in research, at least one publication, familiarity with the U.S. health care system, familiarity with data management and data analysis software such as SAS and Stata, and strong communication and excellent writing skills.This position is available immediately but the start date is negotiable. Salary is commensurate with experience. Interested applicants should submit a cover letter with a summary of research experience, curriculum vitae, and a list of three references by email toJunling Wang, Ph.D.Professor and Vice Chair for ResearchUniversity of Tennessee College of PharmacySuite 221881 Madison AveMemphis, TN 38163jwang26@uthsc.eduSalary will be commensurate with relevant experience and is competitive for postdoctoral research fellows. The position includes an excellent benefits package (http://www.uthsc.edu/postdoc/benefits.php). Located in Memphis, a dynamic Mid-South city rich in culture, history, diversity, music and cuisine, the University of Tennessee Health Science Center is one of the largest, most comprehensive academic health centers in the United States with a solid commitment to postdoctoral training. UTHSC is an EEO/AA/Title VI/Title IX/Section 504/ADA/ADEA/V institution in the provision of its education and employment programs and services.Job Postdoctoral FellowsPrimary Location US-Tennessee-MemphisOrganization Clinical Pharmacy & Translational SciencCampus/Institute MemphisSchedule Full-timeJob Posting Jan 15, 2020, 5:02:56 PM",3.9,"University of Tennessee Health Science Center
3.9","Memphis, TN",-1,10000+ Employees,-1,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1
Postdoctoral Research Associate -- Environmental and Health Sciences Program,$36K-$50K (Glassdoor est.),"Postdoc Position in Extreme Precipitation CharacterizationThis multi-year, grant-funded position at Spelman College will participate in a study to advance scientific understanding of extreme precipitation characteristics for seasonality and magnitude, time scale, and relation to large-scale factors including oceanic-atmospheric oscillations and tropical cyclones.Will be Working Remotely Temporarily.Essential Duties and Responsibilities• Evaluate temporal changes in the probability distributions of Eastern USA’s precipitation and investigate the possible effects of large-scale climate patterns (climate variability modes) and tropical cyclones on changes in the distribution of precipitation• Systematically characterize the heterogeneous sub-population or mixtures in the daily precipitation extremes by separating the tropical cyclone precipitation and non-tropical cyclone precipitation• Model tropical cyclone precipitation and non-tropical cyclone precipitation as mixed population that weigh the individual extreme event-generating phenomenon appropriately.• This position will develop and apply innovative statistical approaches for assessing changes in precipitation extremes and their underlying physical causes.• Present research findings at professional conferences.• Perform the research required by the faculty supervisor to a high standard and in accordance with all institutional and federal regulations.• Work in a collegial and cooperative manner with the faculty supervisor and other co-workers.• Supervise and train undergraduate research assistants.Required QualificationsPh.D. required in meteorology, atmospheric or climate sciences, with experience studying climate variability and change.Excellent data analysis, statistical analysis, and data visualization skills required.Must possess excellent programming skills in several languages (R being preferred).Must possess a high level of productivity for peer-reviewed publications.Preferred Qualifications Certifications, Licenses, Restrictions Physical DemandsMust be able to occasionally lift and/or move up to 15 pounds.Shift Days % Travel Required 0% Full Time/Part Time Full-time FLSA Exempt Number of Vacancies 1 Anticipated Candidate Start Date Position End Date (if temporary)Posting Number SC0244PPosting Open Date 05/12/2020Posting Closing DateOpen Until Filled YesSpecial Instructions to ApplicantsThe position is opened until filled.Application review will begin immediately.To apply, please provide (1) a cover letter (2) curriculum vitae, and (3) the name, address, telephone number and email address of at least one professional reference to Dr. Nirajan Dhakal (ndhakal@spelman.edu) as well as through this application.EEO StatementSpelman College is an EEO/Minority/Female/Disabled/Veteran/Title IX Employer and we participate in E-Verify. We are a smoke-free campus.",3.6,"Spelman College
3.6","Atlanta, GA",-1,501 to 1000 Employees,1881,College / University,Colleges & Universities,Education,$50 to $100 million (USD),-1
"Postdoctoral Research Fellow - Neuroscience, Bingol Lab",$36K-$50K (Glassdoor est.),"The Position
Seeking an independent and creative researcher for a postdoc position in the Bingol lab to study the molecular mechanisms of neurodegenerative diseases. The successful candidate will have access to state-of-the-art resources at Genentech in a fast-paced and highly collaborative environment. The expectation is that the postdoc will contribute to our understanding of human disease pathogenesis and high-quality publications in top tier scientific journals.

The qualified candidates must have a PhDin molecular/cellular or translational neuroscience. Recent PhD graduates will be given priority. Exceptional productivity needs to be evidenced by high-quality work published/accepted in high-impact journals. The candidate must be able to thrive in a fast-paced, multiple shots-on-goal, and collaborative environment. Experience with practical applications of human stem cells, unbiased omics approaches, CRISPR, and large data sets are desired.

More information about the Bingol lab:
https://www.gene.com/scientists/our-scientists/baris-bingol

More information about Genentech's Postdoctoral Program:

https://www.gene.com/careers/university-and-early-career/postdocs

#L1-SN1

#postdoc
Who We Are


A member of the Roche Group, Genentech has been at the forefront of the biotechnology industry for more than 40 years, using human genetic information to develop novel medicines for serious and life-threatening diseases. Genentech has multiple therapies on the market for cancer & other serious illnesses. Please take this opportunity to learn about Genentech where we believe that our employees are our most important asset & are dedicated to remaining a great place to work.

The next step is yours. To apply today, click on the ""Apply online"" button.

Genentech is an equal opportunity employer & prohibits unlawful discrimination based on race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, disability, marital & veteran status. For more information about equal employment opportunity, visit our Genentech Careers page.

Job Facts
JOB FUNCTION
Research COMPANY/DIVISION
Pharmaceuticals SCHEDULE
Full time JOB TYPE
Temporary (Fixed Term)",4.1,"Genentech
4.1","South San Francisco, CA",-1,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Postdoctoral Fellow/Molecular Microbiology/Immunology,$36K-$50K (Glassdoor est.),"Postdoctoral Fellow/Molecular Microbiology/Immunology - 1900000060Postdoctoral Fellow in Clinical Pharmacy and Translational ScienceA postdoctoral fellow position is available in the laboratory of Dr. Brian Peters within the Fungal Pathogens Group in the Department of Clinical Pharmacy and Translational Science at the University of Tennessee Health Science Center to contribute to our NIH-funded studies on identifying host and microbial factors responsible for fungal mucosal pathogenicity and development of novel treatment modalities for such infections. Highly motivated applicants with a strong background in microbiology, molecular biology, and/or infectious disease-related immunology and a record of productivity are encouraged to apply. Experience or willingness to conduct in vivo studies is preferred. The UT Fungal Pathogens Group is part of the UTHSC Center of Excellence for Pediatric Experimental Therapeutics housed in state-of-the-art facilities and includes four NIH-funded investigators in the area of medical mycology ensuring a rich and collaborative research and training environment fortified by approximately thirty students, postdocs, staff, and faculty.The Peters lab is located on the University of Tennessee Health Science Center Campus in Memphis, Tennessee within a vibrant academic biomedical community that includes Le Bonheur Children’s Medical Center, St. Jude Children’s Research Hospital, and the University of Memphis. Excellent facilities, laboratory space, and career development opportunities exist for postdoctoral fellows in the department and across campus.Qualifications include a Ph.D. in microbiology, molecular biology, immunology, or a related biomedical field, molecular biology experience, and a strong publication record in the field.Interested individuals should send a cover letter outlining their interest in these positions, a CV, and two letters of reference to:Brian Peters, Ph.D.University of Tennessee College of PharmacyRoom 341881 Madison AveMemphis, TN 38163brian.peters@uthsc.eduSalary will be commensurate with relevant experience and is competitive for postdoctoral research fellows. The position includes an excellent benefits package (http://www.uthsc.edu/postdoc/benefits.php). Located in Memphis, a dynamic Mid-South city rich in culture, history, diversity, music and cuisine, the University of Tennessee Health Science Center is one of the largest, most comprehensive academic health centers in the United States with a solid commitment to postdoctoral training. UTHSC is an EEO/AA/Title VI/Title IX/Section 504/ADA/ADEA/V institution in the provision of its education and employment programs and services.",4.1,"University of Tennessee
4.1","Memphis, TN",-1,10000+ Employees,1794,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1
